trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,latency_ms,retry_count,timestamp
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__013,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,752,0,2026-04-29T13:21:38.563679+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__014,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,765,0,2026-04-29T13:21:39.429962+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__015,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,771,0,2026-04-29T13:21:40.302741+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__016,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,628,0,2026-04-29T13:21:41.032125+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__017,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,756,0,2026-04-29T13:21:41.889092+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__018,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,796,0,2026-04-29T13:21:42.787108+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__019,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,772,0,2026-04-29T13:21:43.660705+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__020,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,749,0,2026-04-29T13:21:44.510874+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__021,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,588,0,2026-04-29T13:21:45.200682+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__022,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,563,0,2026-04-29T13:21:45.865345+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__023,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,759,0,2026-04-29T13:21:46.725780+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__024,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,745,0,2026-04-29T13:21:47.572312+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__025,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,575,0,2026-04-29T13:21:48.248487+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__026,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,624,0,2026-04-29T13:21:48.974017+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__027,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,572,0,2026-04-29T13:21:49.647953+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__028,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,576,0,2026-04-29T13:21:50.326202+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__029,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,690,0,2026-04-29T13:21:51.117997+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__030,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,582,0,2026-04-29T13:21:51.802418+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__031,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,571,0,2026-04-29T13:21:52.474849+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__032,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,594,0,2026-04-29T13:21:53.170406+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__033,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,752,0,2026-04-29T13:21:54.023817+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__034,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,609,0,2026-04-29T13:21:54.734245+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__035,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,782,0,2026-04-29T13:21:55.617548+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__036,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,654,0,2026-04-29T13:21:56.372644+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__037,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,808,0,2026-04-29T13:21:57.282695+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__038,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,748,0,2026-04-29T13:21:58.132061+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__039,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,773,0,2026-04-29T13:21:59.006629+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__040,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,597,0,2026-04-29T13:21:59.704689+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__041,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,1038,0,2026-04-29T13:22:00.844093+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__042,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,613,0,2026-04-29T13:22:01.559028+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__043,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,996,0,2026-04-29T13:22:02.656924+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__044,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,770,0,2026-04-29T13:22:03.528304+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__045,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,587,0,2026-04-29T13:22:04.217249+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__046,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,761,0,2026-04-29T13:22:05.079422+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__047,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,776,0,2026-04-29T13:22:05.956660+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__048,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,766,0,2026-04-29T13:22:06.825375+00:00
gpt-4o-mini__loss_aversion__canonical__gamble_first_gain150__t07__049,gpt-4o-mini,loss_aversion,canonical,gamble_first_gain150,0.7,150,100,,"Option A: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,1363,0,2026-04-29T13:22:08.290514+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__000,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,592,0,2026-04-29T13:22:08.984000+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__001,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,773,0,2026-04-29T13:22:09.859422+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__002,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,750,0,2026-04-29T13:22:10.710545+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__003,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,801,0,2026-04-29T13:22:11.613301+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__004,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,551,0,2026-04-29T13:22:12.265955+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__005,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,741,0,2026-04-29T13:22:13.109042+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__006,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,756,0,2026-04-29T13:22:13.966496+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__007,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,637,0,2026-04-29T13:22:14.704879+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__008,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,628,0,2026-04-29T13:22:15.433941+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__009,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,734,0,2026-04-29T13:22:16.270106+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__010,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,597,0,2026-04-29T13:22:16.967923+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__011,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,791,0,2026-04-29T13:22:17.859991+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__012,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,584,0,2026-04-29T13:22:18.545463+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__013,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,568,0,2026-04-29T13:22:19.215305+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__014,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,737,0,2026-04-29T13:22:20.054807+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__015,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,731,0,2026-04-29T13:22:20.887444+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__016,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,726,0,2026-04-29T13:22:21.715294+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__017,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,583,0,2026-04-29T13:22:22.399078+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__018,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,607,0,2026-04-29T13:22:23.107580+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__019,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,760,0,2026-04-29T13:22:23.969102+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__020,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,770,0,2026-04-29T13:22:24.840863+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__021,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,575,0,2026-04-29T13:22:25.517463+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__022,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,619,0,2026-04-29T13:22:26.238032+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__023,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,765,0,2026-04-29T13:22:27.104173+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__024,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,633,0,2026-04-29T13:22:27.838888+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__025,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,754,0,2026-04-29T13:22:28.694757+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__026,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,619,0,2026-04-29T13:22:29.415138+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__027,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,792,0,2026-04-29T13:22:30.307974+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__028,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,735,0,2026-04-29T13:22:31.144573+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__029,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,715,0,2026-04-29T13:22:31.960424+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__030,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,906,0,2026-04-29T13:22:32.967558+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__031,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,607,0,2026-04-29T13:22:33.676140+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__032,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,572,0,2026-04-29T13:22:34.349608+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__033,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,773,0,2026-04-29T13:22:35.224607+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__034,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,589,0,2026-04-29T13:22:35.915624+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__035,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,627,0,2026-04-29T13:22:36.644986+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__036,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,762,0,2026-04-29T13:22:37.509383+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__037,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,556,0,2026-04-29T13:22:38.166312+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__038,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,764,0,2026-04-29T13:22:39.031843+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__039,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,556,0,2026-04-29T13:22:39.689100+00:00
gpt-4o-mini__loss_aversion__canonical__status_quo_first_gain150__t07__040,gpt-4o-mini,loss_aversion,canonical,status_quo_first_gain150,0.7,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,780,0,2026-04-29T13:22:40.570312+00:00
