trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,timestamp
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__000,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:34.182917+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__001,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:36.792724+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__002,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:39.400456+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__003,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:42.006422+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__004,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:44.614037+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__005,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:47.219569+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__006,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:49.838994+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__007,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:52.442621+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__008,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:55.053920+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__009,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:01:57.662936+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__010,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:00.421680+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__011,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:03.082007+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__012,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:05.840849+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__013,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:08.506089+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__014,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:11.262572+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__015,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:13.924505+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__016,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:16.681283+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__017,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:19.475602+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__018,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:22.140968+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__019,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:24.896084+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__020,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:27.554165+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__021,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:30.312396+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__022,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:32.940171+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__023,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:35.583869+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__024,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:38.181558+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__025,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:40.793577+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__026,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:43.395440+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__027,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:45.975646+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__028,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:48.613865+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__029,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:51.230858+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__030,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:53.836910+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__031,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:56.438741+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__032,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:02:59.201153+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__033,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:01.861128+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__034,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:04.617222+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__035,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:07.285347+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__036,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:10.033946+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__037,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:12.649550+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__038,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:15.266365+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__039,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:17.879315+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__040,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:20.493629+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__041,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:23.117581+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__042,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:25.706589+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__043,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:28.314663+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__044,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:30.945808+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__045,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:33.558877+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__046,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:36.176667+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__047,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:38.782472+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__048,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:41.388765+00:00
gemma3:4b__loss_aversion__novel__status_quo_first_gain150__t07__049,gemma3:4b,loss_aversion,novel,status_quo_first_gain150,0.7,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T08:03:43.990650+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__000,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:03:46.982139+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__001,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:03:49.605083+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__002,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:03:52.166960+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__003,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:03:54.783127+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__004,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:03:57.402802+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__005,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:00.038501+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__006,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:02.641590+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__007,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:05.252932+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__008,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:07.855148+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__009,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:10.473976+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__010,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:13.074427+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__011,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:15.668216+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__012,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:18.293608+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__013,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:20.906001+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__014,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:23.508876+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__015,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:26.104984+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__016,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:28.724403+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__017,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:31.283726+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__018,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:33.901352+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__019,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:36.512308+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__020,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:39.123517+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__021,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:41.750568+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__022,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:44.368009+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__023,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:46.978802+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__024,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:49.581267+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__025,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:52.196635+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__026,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:54.800849+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__027,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:04:57.403978+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__028,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:00.017497+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__029,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:02.627466+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__030,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:05.232017+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__031,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:07.841888+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__032,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:10.403998+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__033,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:13.044557+00:00
gemma3:4b__loss_aversion__novel__gamble_first_gain175__t07__034,gemma3:4b,loss_aversion,novel,gamble_first_gain175,0.7,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T08:05:15.662372+00:00
