trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,timestamp
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__007,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:14.280548+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__008,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:17.088078+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__009,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:19.937643+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__010,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:22.919205+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__011,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:25.875635+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__012,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:28.838261+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__013,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:31.740665+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__014,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:34.656080+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__015,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:37.670060+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__016,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:40.557213+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__017,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:43.525815+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__018,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:46.541457+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__019,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:49.516576+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__020,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:52.538163+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__021,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:55.605998+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__022,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:05:58.532602+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__023,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:01.355079+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__024,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:04.369064+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__025,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:07.274337+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__026,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:10.277219+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__027,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:13.213321+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__028,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:16.016282+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__029,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:18.820849+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__030,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:21.696072+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__031,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:24.641112+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__032,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:27.656052+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__033,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:30.474258+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__034,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:33.239749+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__035,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:36.073005+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__036,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:38.989189+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__037,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:42.087377+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__038,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:45.037034+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__039,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:48.016801+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__040,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:51.046006+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__041,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:53.936726+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__042,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:56.761956+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__043,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:06:59.800732+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__044,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:02.594007+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__045,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:05.336526+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__046,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:08.160808+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__047,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:11.106762+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__048,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:14.031863+00:00
gemma3:4b__loss_aversion__canonical__status_quo_first_gain150__t03__049,gemma3:4b,loss_aversion,canonical,status_quo_first_gain150,0.3,150,100,,"Option A: 0 dollars (no change).
Option B: 50% chance to gain 150 dollars, 50% chance to lose 100 dollars.

Choose A or B. Reply with only the letter A or B.",B,B,False,2026-04-29T11:07:16.772673+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__000,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:20.084215+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__001,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:23.135782+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__002,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:25.980068+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__003,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:28.813394+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__004,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:31.757743+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__005,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:34.736814+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__006,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:37.792629+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__007,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:40.820364+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__008,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:43.761766+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__009,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:46.684907+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__010,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:49.626582+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__011,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:52.455988+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__012,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:55.413104+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__013,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:07:58.315770+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__014,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:01.168386+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__015,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:04.133447+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__016,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:07.076359+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__017,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:09.966798+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__018,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:12.858265+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__019,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:15.646725+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__020,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:18.518152+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__021,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:21.429023+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__022,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:24.303696+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__023,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:27.325950+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__024,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:30.227248+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__025,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:33.102832+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__026,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:36.080948+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__027,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:38.923670+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__028,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:41.866560+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__029,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:44.757733+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__030,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:47.779884+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__031,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:50.713970+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__032,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:53.602766+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__033,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:56.504772+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__034,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:08:59.303836+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__035,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:09:02.238069+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__036,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:09:05.152952+00:00
gemma3:4b__loss_aversion__canonical__gamble_first_gain175__t03__037,gemma3:4b,loss_aversion,canonical,gamble_first_gain175,0.3,175,100,,"Option A: 50% chance to gain 175 dollars, 50% chance to lose 100 dollars.
Option B: 0 dollars (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2026-04-29T11:09:08.144194+00:00
