trial_id,model,bias,surface,condition,temperature,gain_value,loss_value,price_value,prompt,raw_response,parsed_choice,parse_failed,latency_ms,retry_count,timestamp
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__034,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,785,0,2026-04-30T05:05:56.112367+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__035,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,597,0,2026-04-30T05:05:56.810538+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__036,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,637,0,2026-04-30T05:05:57.549723+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__037,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,652,0,2026-04-30T05:05:58.302547+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__038,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,795,0,2026-04-30T05:05:59.198599+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__039,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,672,0,2026-04-30T05:05:59.972471+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__040,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,622,0,2026-04-30T05:06:00.695821+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__041,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,635,0,2026-04-30T05:06:01.432734+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__042,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,725,0,2026-04-30T05:06:02.259615+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__043,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,610,0,2026-04-30T05:06:02.971091+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__044,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,729,0,2026-04-30T05:06:03.801452+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__045,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,720,0,2026-04-30T05:06:04.624386+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__046,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,774,0,2026-04-30T05:06:05.500436+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__047,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,753,0,2026-04-30T05:06:06.355345+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__048,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,613,0,2026-04-30T05:06:07.070498+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain150__t00__049,gpt-4o-mini,loss_aversion,novel,gamble_first_gain150,0.0,150,100,,"Option A: 50% chance to gain 150 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,864,0,2026-04-30T05:06:08.036035+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__000,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,2162,0,2026-04-30T05:06:10.299500+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__001,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,720,0,2026-04-30T05:06:11.121414+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__002,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,676,0,2026-04-30T05:06:11.899061+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__003,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,607,0,2026-04-30T05:06:12.607722+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__004,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,789,0,2026-04-30T05:06:13.498434+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__005,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,771,0,2026-04-30T05:06:14.369994+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__006,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,582,0,2026-04-30T05:06:15.053687+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__007,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,669,0,2026-04-30T05:06:15.824561+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__008,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,562,0,2026-04-30T05:06:16.487668+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__009,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,1573,0,2026-04-30T05:06:18.162579+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__010,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,612,0,2026-04-30T05:06:18.875694+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__011,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,603,0,2026-04-30T05:06:19.580489+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__012,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,738,0,2026-04-30T05:06:20.419848+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__013,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,754,0,2026-04-30T05:06:21.274683+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__014,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,735,0,2026-04-30T05:06:22.111373+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__015,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,612,0,2026-04-30T05:06:22.825508+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__016,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,572,0,2026-04-30T05:06:23.499472+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__017,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,733,0,2026-04-30T05:06:24.333625+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__018,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,809,0,2026-04-30T05:06:25.244193+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__019,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,806,0,2026-04-30T05:06:26.151749+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__020,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,803,0,2026-04-30T05:06:27.056925+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__021,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,750,0,2026-04-30T05:06:27.908094+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__022,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,785,0,2026-04-30T05:06:28.794577+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__023,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,598,0,2026-04-30T05:06:29.493818+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__024,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,565,0,2026-04-30T05:06:30.161178+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__025,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,600,0,2026-04-30T05:06:30.862988+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__026,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,735,0,2026-04-30T05:06:31.699783+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__027,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,596,0,2026-04-30T05:06:32.397236+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__028,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,648,0,2026-04-30T05:06:33.146558+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__029,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,821,0,2026-04-30T05:06:34.068985+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__030,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,574,0,2026-04-30T05:06:34.744434+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__031,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,762,0,2026-04-30T05:06:35.608301+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__032,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,585,0,2026-04-30T05:06:36.295096+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__033,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,593,0,2026-04-30T05:06:36.989823+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__034,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,640,0,2026-04-30T05:06:37.732210+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__035,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,778,0,2026-04-30T05:06:38.612687+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__036,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,582,0,2026-04-30T05:06:39.296762+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__037,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,641,0,2026-04-30T05:06:40.039831+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__038,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,5969,0,2026-04-30T05:06:46.110310+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__039,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,4134,0,2026-04-30T05:06:50.346256+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__040,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,1842,0,2026-04-30T05:06:52.289790+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__041,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,576,0,2026-04-30T05:06:52.967310+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__042,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,596,0,2026-04-30T05:06:53.664617+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__043,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,1181,0,2026-04-30T05:06:54.948609+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__044,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,866,0,2026-04-30T05:06:55.915619+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__045,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,772,0,2026-04-30T05:06:56.789026+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__046,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,747,0,2026-04-30T05:06:57.638561+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__047,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,792,0,2026-04-30T05:06:58.531700+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__048,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,773,0,2026-04-30T05:06:59.405838+00:00
gpt-4o-mini__loss_aversion__novel__status_quo_first_gain150__t00__049,gpt-4o-mini,loss_aversion,novel,status_quo_first_gain150,0.0,150,100,,"Option A: 0 points (no change).
Option B: 50% chance to gain 150 points, 50% chance to lose 100 points.

Choose A or B. Reply with only the letter A or B.",B,B,False,748,0,2026-04-30T05:07:00.256644+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__000,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,636,0,2026-04-30T05:07:00.996751+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__001,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,770,0,2026-04-30T05:07:01.867581+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__002,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,785,0,2026-04-30T05:07:02.753946+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__003,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,592,0,2026-04-30T05:07:03.447206+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__004,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,629,0,2026-04-30T05:07:04.177640+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__005,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,608,0,2026-04-30T05:07:04.887896+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__006,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,768,0,2026-04-30T05:07:05.757931+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__007,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,601,0,2026-04-30T05:07:06.459984+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__008,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,605,0,2026-04-30T05:07:07.167401+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__009,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2543,0,2026-04-30T05:07:09.811982+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__010,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,754,0,2026-04-30T05:07:10.667949+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__011,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,794,0,2026-04-30T05:07:11.563515+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__012,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,723,0,2026-04-30T05:07:12.387827+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__013,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,2809,0,2026-04-30T05:07:15.298562+00:00
gpt-4o-mini__loss_aversion__novel__gamble_first_gain175__t00__014,gpt-4o-mini,loss_aversion,novel,gamble_first_gain175,0.0,175,100,,"Option A: 50% chance to gain 175 points, 50% chance to lose 100 points.
Option B: 0 points (no change).

Choose A or B. Reply with only the letter A or B.",A,A,False,890,0,2026-04-30T05:07:16.290906+00:00
